cohort_month,month_1_retention_pct,month_2_retention_pct,month_3_retention_pct,month_4_retention_pct,month_5_retention_pct,month_6_retention_pct,month_7_retention_pct,month_8_retention_pct,month_9_retention_pct,month_10_retention_pct,month_11_retention_pct,month_12_retention_pct,month_13_retention_pct,month_14_retention_pct,month_15_retention_pct,month_16_retention_pct,month_17_retention_pct,month_18_retention_pct,month_19_retention_pct,month_20_retention_pct,month_21_retention_pct,month_22_retention_pct,month_23_retention_pct,month_24_retention_pct
2009-12,100.0,35.01577287066246,33.33333333333333,42.48159831756047,37.85488958990536,35.96214511041009,37.64458464773922,34.38485804416404,33.753943217665615,36.17245005257624,42.16614090431125,49.63196635120926,37.64458464773922,28.180862250262884,24.395373291272346,30.28391167192429,26.28811777076761,30.28391167192429,28.391167192429023,25.86750788643533,25.44689800210305,31.335436382754995,30.38906414300736,40.58885383806519
2010-01,100.0,21.467391304347828,32.065217391304344,31.521739130434785,27.173913043478258,30.978260869565215,26.902173913043477,23.369565217391305,28.532608695652172,32.608695652173914,30.978260869565215,17.934782608695652,22.82608695652174,17.934782608695652,19.565217391304348,15.217391304347828,24.456521739130434,20.380434782608695,19.293478260869566,20.108695652173914,25.271739130434785,19.83695652173913,25.271739130434785,
2010-02,100.0,23.466666666666665,22.666666666666664,29.333333333333332,24.53333333333333,19.733333333333334,19.2,28.799999999999997,25.6,27.73333333333333,11.466666666666667,12.533333333333333,15.2,17.599999999999998,12.266666666666666,20.0,16.0,16.266666666666666,14.399999999999999,22.933333333333334,22.933333333333334,16.53333333333333,,
2010-03,100.0,19.047619047619047,23.12925170068027,24.263038548752835,23.12925170068027,20.408163265306122,24.71655328798186,30.612244897959183,27.66439909297052,10.884353741496598,11.564625850340136,14.512471655328799,19.954648526077097,16.3265306122449,19.954648526077097,17.006802721088434,17.46031746031746,15.646258503401361,17.687074829931973,20.408163265306122,21.31519274376417,,,
2010-04,100.0,19.047619047619047,19.047619047619047,15.98639455782313,18.367346938775512,22.108843537414966,27.55102040816326,26.53061224489796,10.54421768707483,10.884353741496598,7.482993197278912,13.945578231292515,14.285714285714285,15.646258503401361,15.646258503401361,15.646258503401361,13.945578231292515,14.965986394557824,18.027210884353742,22.789115646258505,,,,
2010-05,100.0,15.686274509803921,16.862745098039216,17.647058823529413,17.647058823529413,25.49019607843137,21.176470588235293,12.549019607843137,5.88235294117647,8.235294117647058,11.372549019607844,13.333333333333334,15.294117647058824,15.294117647058824,9.803921568627452,12.549019607843137,13.725490196078432,16.470588235294116,15.294117647058824,,,,,
2010-06,100.0,17.60299625468165,18.726591760299627,20.59925093632959,23.220973782771537,28.46441947565543,12.734082397003746,8.98876404494382,8.239700374531834,11.235955056179774,10.486891385767791,13.857677902621724,14.981273408239701,12.359550561797752,11.235955056179774,12.359550561797752,13.108614232209737,20.224719101123593,,,,,,
2010-07,100.0,15.675675675675677,18.37837837837838,29.72972972972973,29.18918918918919,14.054054054054054,11.351351351351353,14.594594594594595,14.594594594594595,11.351351351351353,13.513513513513514,14.594594594594595,12.972972972972974,13.513513513513514,19.45945945945946,17.2972972972973,23.783783783783786,,,,,,,
2010-08,100.0,19.631901840490798,28.834355828220858,32.515337423312886,16.56441717791411,11.65644171779141,9.815950920245399,12.883435582822086,13.496932515337424,12.883435582822086,12.883435582822086,11.65644171779141,14.723926380368098,17.177914110429448,17.177914110429448,19.631901840490798,,,,,,,,
2010-09,100.0,23.01255230125523,23.430962343096233,12.97071129707113,8.786610878661087,10.460251046025103,13.807531380753138,9.623430962343097,12.97071129707113,12.97071129707113,12.133891213389122,10.0418410041841,22.594142259414227,16.736401673640167,16.736401673640167,,,,,,,,,
2010-10,100.0,25.866666666666667,14.666666666666666,12.533333333333333,8.799999999999999,8.266666666666666,13.066666666666665,13.866666666666665,10.666666666666668,9.333333333333334,10.666666666666668,12.8,19.2,23.200000000000003,,,,,,,,,,
2010-11,100.0,17.484662576687114,9.509202453987731,9.509202453987731,7.668711656441718,8.895705521472392,12.883435582822086,10.122699386503067,8.588957055214724,9.202453987730062,11.042944785276074,14.723926380368098,25.153374233128833,,,,,,,,,,,
2010-12,100.0,9.210526315789473,5.263157894736842,9.210526315789473,11.842105263157894,6.578947368421052,5.263157894736842,9.210526315789473,5.263157894736842,2.631578947368421,9.210526315789473,19.736842105263158,,,,,,,,,,,,
2011-01,100.0,16.666666666666664,22.22222222222222,19.444444444444446,22.22222222222222,15.277777777777779,15.277777777777779,12.5,11.11111111111111,20.833333333333336,25.0,,,,,,,,,,,,,
2011-02,100.0,16.0,16.0,18.4,21.6,16.0,16.0,15.2,15.2,18.4,,,,,,,,,,,,,,
2011-03,100.0,17.877094972067038,21.787709497206702,20.11173184357542,22.3463687150838,15.083798882681565,20.670391061452513,20.11173184357542,24.022346368715084,,,,,,,,,,,,,,,
2011-04,100.0,24.528301886792452,19.81132075471698,19.81132075471698,17.92452830188679,23.58490566037736,17.92452830188679,25.471698113207548,,,,,,,,,,,,,,,,
2011-05,100.0,23.423423423423422,24.324324324324326,16.216216216216218,21.62162162162162,20.72072072072072,26.126126126126124,,,,,,,,,,,,,,,,,
2011-06,100.0,23.14814814814815,21.296296296296298,26.851851851851855,20.37037037037037,27.77777777777778,,,,,,,,,,,,,,,,,,
2011-07,100.0,20.792079207920793,29.7029702970297,27.722772277227726,34.65346534653465,,,,,,,,,,,,,,,,,,,
2011-08,100.0,26.168224299065418,29.906542056074763,26.168224299065418,,,,,,,,,,,,,,,,,,,,
2011-09,100.0,27.127659574468083,37.765957446808514,,,,,,,,,,,,,,,,,,,,,
2011-10,100.0,31.674208144796378,,,,,,,,,,,,,,,,,,,,,,
2011-11,100.0,,,,,,,,,,,,,,,,,,,,,,,
